CoordinateX,CoordinateY
-1.72301,5.21803
14.24,-5.26
4.2,7.4
0.99673,0.26741
5.37,4.3
5.1,6.12
-2.74241,0.65525
-2.40252,5.26654
1.63,-3
4.41,1.7
0.25,-1.63
1.96572,-4.34424
-8.68941,-0.72797
-6.45,-9.18
-1.41,1.70173
2.43,0.66
-1.63,3.91
6.14,4.2
-0.42,0.67
2.85374,-6.38538
0.80083,-5.55786
-17.92064,-0.04851
-3.23,1.19
-2.38,-4.67
-1.41,1.36
1.41,0.15
-5.71,8.73
-2.95,-0.87
6.09,-2.53
-2.63,-1.85
-2.09,-2.05
1.63,2.21
7.68,-2.33
-3.51,2.25
-5.60594,6.91682
1.36,3.83
0.96,0.05
23.55,8.11
-1.39,0.95
-3.66,3.13
-0.38,0.42
3.85,-10.91
1.63,5.18
0.99,-7.65
-1.52,0.06
-13.93,11.55
-9.53,-4.62
7.35,-0.32
-2.5,-1.53
6.07,7.96
-0.61,-7.76
-0.13,-1.46
5.02,-11.01
3.69,-7.77
2.91,-5.97
-11.28,-3.68
-7.22,7.22
6.94,-7.96
39.67,2.34
-1.21,-1.72
0.37,-1.32
3.89,-2.68
3.15491,-4.02867
12.26201,-3.48787
10.47,-5.99
0.73,-1.35
-0.7,0.37
5.24213,4.61103
-3.85,-0.58
-0.7,5.76
-7.03,-1.48
3.95,1.39
-0.97,1.52
-5.22,1.67
-1.60148,-9.75768
-0.71,-0.83
-7.74,-1.27
2.3,-2.24
-1.7,-2.38
1.59,-2.74
-6.91683,-5.5574
3.32474,5.21795
-5.51,0.07
-6.39,-10.92
3.54,3.2
3.87,-8.89
-12.01,-11.43
-2.6164,-6.20253
-4.14185,-12.48012
3.32,5.84
1.14,2.8
-0.07,-4.74
5.15,-4.08
3.59144,8.20366
0.75192,-17.55598
3.27,-8.07
-13.71647,-0.75208
6.53,-19.17
-7.48,-1.31
0.26,-0.1
-0.62,1.3
-2.09,-0.75
0.28,-0.67
-2.29,-8.28
-3.45,3.11
-4.93,-0.63
9.76,-0.87
-3.05773,6.06751
-3.72,15.81
23.05,24.27
-2.14,2.92
2.89,6.57
-13.2,-4.17
2.08355,2.132
1.84,1.9
-3.03,21.84
-1.45,10.23
6.98,2.99
2.23,2.23
-0.46032,0.7995
1.21,-1.74
2.27,-0.75
-21.45,20.72
1.33,-1.82
7.34239,-1.65295
2.26,0.32
-2.63,7.88
-6.21,-3.2
-9.73,2.35
-1.8411,7.51116
-0.86,0.14
2.55,1.63
-4.87,0.19
0.89,2.91
-7.94,5.75
0.58,0.6
1.43,0.22
15.17,-6.62
0.43682,4.61125
-5.41067,12.74416
10.45,-1.89
-0.9,2.71
-4.35171,5.70585
-2.96553,-8.50958
0,2.14
-7.03785,7.95727
0.74,-0.35
18.72,31.62
-7.30552,-2.69362
0.54,2
-7.53304,13.40061
-0.95,2.9
1.02,1.31
-2.36,-2.89
7.5,3.92
-1.29,-9.2
2.47008,6.73313
-1.7,-6.27
-8.10511,-10.63065
-0.8,-4.01
-2.76668,-0.53391
2.93,-1.83
-0.02427,5.89769
4.08,2.04
0.48,1.52
4.69207,-1.09392
16.16425,9.95455
-1.45,-0.13
-2.58,-1.64
3.49,2.13
6.12987,-2.01074
-1,0.65
-9.13,7.52
-1.68,1.82
2.01,-1.61
-9.71,7.77
-10.53,10.77
0.9,-4.1
-2.17,-1.71
1.02,-5.68
-10.19,23.54
-2.09652,-1.2189
0.7766,-0.67953
-11.46,5.06
4.9,4.17
11.87378,5.13514
1.5,-2.47
-7.79073,-5.46019
0.75,-0.86
-0.37,-2.3
-2.74239,2.20845
-5.99,0.12
6.8,-2.77
-7.96,-5.14
8.53401,-1.38552
2.01,2.25
-11.65,16.75
5.13,1
8.83,-3.16
-2.07,-5.71
11.32142,-1.30573
6.12,2.77
5.02,-0.7
-0.38762,4.21568
0.60561,8.06861
-2.04,2.09
-4.82969,-0.99498
-0.80224,2.11501
-0.87209,7.70508
4.73,-8.2
0.05,2.67
-0.86,1.09
-10.07,-8.03
-13.66,21.7
-3.6,-4.42
-6.18664,14.5901
-10.66,45.42
-2.03805,-12.33182
-7.2203,2.81014
-7.73,7.29
-1.78,-1.83
1.14,-5.58
0.36,-5.37
-6.6,-0.46
0.84941,-0.84941
-4.19,-4.53
0.43603,-9.15927
4.4,-0.32
1.28623,-2.79095
2.14,3.74
0.03,-1.52
-8.3593,-3.17344
-9.78,6.93
-2.47,15.1
-1.09,5.99
4.6759,4.14283
2.8,1.97
-3.6,-5.41
0.09707,4.12583
3.35,9.22
20.23982,11.4054
-3.61609,2.93651
-4.95,-2.79
4.6,-15.37
-2.37,-1.89
-2.49521,7.09915
-0.53,0.97
-2.57,-0.73
-18.46593,13.99977
-0.22,4.68
10.58,3.28
8.03,-7.55
8.82,-4.24
-5.2,-1.51
5.12,0.75
4.02853,5.48489
4.23979,3.94903
-2.11,-4.25
-2.15608,-6.51758
-0.94,-1.2
4.64,10.48
-8.49,7.67
6.52848,-5.36328
-1.85,-1.27
3.66,-2.26
2.23,-5.81
3.55,3.11
-9.39,1.75
6.61293,0.04862
-2.08347,-4.89408
4.04326,-19.80693
-4.78,0
6.00737,11.38871
-6.16,2.38
12.49,27.7
2.74,-3.66
-0.98,-0.05
-2.27,1.49
-2.99,2.1
13.96,-33.5
-30.03955,9.59678
3.44,-1.16
5.11,0.17
-4.23,0.22
-0.99,-1.96
-1.39,-2.46
-37.55,-30.55
-9.9,2.04
-6.88,0.8
-0.31,-1.62
0.52,-1.1
-1.67445,-6.09185
-3.93,-1.16
-3.07676,-5.35441
3.84,-13.57
0.06,0.17
0.49,3.36
51.85,28.37
-2.65,-1.67
-2.0351,-1.11445
-4.68,3.52
0.68,-2.04
-17.76,13.98
0.72555,-3.38605
-2.26,-1.09
8.73,-4.93
-8.57,-12.91
-1.28,0.17
-14.49388,1.18873
-2.45,-8.71
-5.62141,0.073
-2.42691,-0.82513
-0.38822,-11.02043
-1.08,0.57
-13.52,-2.15
-2.90703,-7.5111
-3.63,-1.88
-2.2007,-7.2805
-3.06,5
-21.39,-18.12
-6.44,-29.73
5.95,-0.12
-1.79272,5.81486
-5.52,-2.33
0,1.87
1.37,0.85
-5.22,15.05
-2.94,-5.32
2.29,-4.81
-5.95,3.37
2.7,3.48
-1.02,0.68
4.3,0.41
-1.03,0.13
5.93,-6.32
14.91,4.88
5.07,12.84
6.32,3.4
-1.63,1.57
-1.94799,-6.86773
0.9205,-9.15926
-4.43321,-8.26221
-4.08,3.11
-7.07499,0.72675
3.09,10.24
2.67,-1.21
0.91,0.2
0.07,-2.65
-6.58,0.12
-14.1,0.78
-11.16,-9.85
6.96,7.79
-0.68,2.37
9.68,-9.2
-2.67,-16.07
-1.51,-2.21
0.75,2.06
-4.02,14.2
-7.14,2.67
0.61,0.14
20.63,3.7
-3.97,3.2
0.7766,0.92222
-8.03391,0.21839
1.18917,-1.57748
-0.24,-2.16
0.95,-6.35
-0.22,-6.33
1.58,-5.03
9.83,4.59
4.75,3.73
6.06,-1.39
1.04,-21.59
4.06636,-8.40217
-0.87,-3.93
0.56,1.05
2.11,7.51
-1.07591,-1.22263
-4.34406,-5.16934
-2.96,1.6
-1.12,-1.26
-3.94,2.68
-0.75,0.83
-0.88,10.91
-5.24,-4.71
-0.12134,6.28607
-2.97,4.72
-4.25,1.29
-1.26198,-0.87368
-6.8934,-2.63604
-5.65,0.32
-3.51,1.19
0.73,-2.68
9.65133,-4.42539
-0.64,-0.27
2.89,-7.01
35.52,1.14
-3.76,0.22
-3.9,0.1
-0.07,1.14
-2.67,-1.5
2.62,-4.9
-3.75526,-3.07684
1.17,1.99
-3.7,-3.45
-3.65,-1.07
5.73163,8.2962
0.12,-0.46
1.31,4.65
-2.76,11.2
1.77,8.94
7.26,2.24
0.39,-8.77
-3.82,3.53
-8.48061,-1.16276
-0.83,5.59
-6.38,-8.47
-0.39,11.06
1.79,-3.75
0.83,-4.57
22.18,-5.84
1.39,0.93
0.85,0.42
2.59678,1.72308
-1.36,-4.22
-1.92,3.08
0.09724,-5.10541
6.33693,3.72441
-2.04,-5.34
3.81,-0.66
-5.2908,-2.66947
-3.39714,9.70897
-8.97,-1.14
2.59225,-4.72445
-0.88,-0.78
-4.73261,0.50963
2.24,4.19
2.6,-0.58
0.27,-5.81
1.98322,1.78973
-8.02,-6.03
2.98511,-0.65525
9.67,14.64
4.49,10.12
-10.06,3.08
9.64,9.01
0.43585,17.55015
5.34,6.31
0.57,3.69
-13.38,4.49
4.22283,3.30052
17.77,3.35
-5.65,-0.78
3.93133,-6.89275
-2.29,1.14
9.44,0.32
4.04,-1.41
-4.65964,4.41691
1.74129,5.2727
-5.3209,-4.69196
2.13566,2.13566
2.84,-1.24
-12.84,-1.92
-0.62,0.53
9.19,0.63
-6.78354,7.3652
-3.24,-3.09
-12.25,9.76
-0.44,-2.52
8.91581,-8.28557
-3.5,-0.68
-9.17,-2.91
7.29246,7.00163
2.13,1.65
-14.10515,-2.13126
-0.33975,-5.04815
2.98,-5.51
-5.8,-3.8
-5.36,-3.12
-1.18917,1.77163
-0.18,-0.03
6.31,-0.75
2.96,-3.25
-3.9,-5.55
5.58,17.58
-3.77,4.55
-2.77,-12.23
5.8,3.52
7.46264,2.71322
-4.89,4.98
-6.8447,5.78023
-22.69171,11.96041
1.94,2.33
3.58,0.95
1.33439,-12.9391
3.6,-4.96
10.98,1.87
0,0
-9.22,2.43
-0.07,2.35
5.21793,-3.66451
-0.13,-1.55
-2.42671,-6.74721
-11.82164,3.27554
-5.46,-2.39
0.32,1.11
9.27,-1.8
-3.2,-0.68
22.45482,12.25025
-4.99957,-1.84436
-4.17,3.88
-3.99758,-2.15618
8.62,-4.49
17.63,-1.21
11.58,-4.26
-7.11,1.38
-3.29,0.12
8.52,-7.94
-1.43176,6.48024
-1.55,-2.07
0.21802,-8.16556
-12.79059,-15.02257
-4.88,-7.01
1.72,-1.29
-1.09209,-2.45117
-3.46945,13.18177
-6.23,0.71
0.31,-3.1
-10.25,30.21
-18.72,-1.58
-4.59,-4.15
-12.59886,3.17838
-1.45,-4.56
3.53,3.63
-9.43,-8.7
-1.38082,7.48695
-1.97,2.8
2.12,-3.53
17.71,14.9
6.72272,-4.92639
7.38,7.86
-4.19,-13.8
2.73,2.88
3.55,-7.59
-1.65015,6.94145
-9.68,10.46
0.53,-3.64
-8.58956,13.39892
-1.73,-0.87
4.98,0.41
18.25347,-3.84997
1.77,2.07
-2.12,0.06
0.07,7.04
-2.23264,-5.43646
1.04,0.36
16.09,-2.62
-2.76507,-10.87048
-9.02906,4.02816
2,2.53
-26.68,2.04
-4.39281,-0.6067
-5.64486,6.4688
4.41,-3.19
0.07,-0.9
0.95,-11.92
12.37,-11.84
3.04,3.53
3.83,-1.99
4.64,5.99
-2.25,5.97
5.0481,-2.32973
1.95,-9.06
-7.63,4.48
-18.07,6.31
-1.51,-6.52
-1.5,10.44
-6.55479,-1.23338
1.14,-12.7
-11.97307,0.50975
-4.19101,-7.68061
-3.34,0.6
-1.91717,-4.82967
4.39,-0.55
-3.4,1.21
3.79,2.14
44.14,-27.39
-14.5425,-0.60649
2.81023,-5.9602
-0.41,6.7
-0.41,-2.65
1.59,0.61
-6.02,-2.75
-0.12113,5.49989
-1.09,-2.46
0.02,0.23
-1.67169,1.23559
-2.62,1.32
-1.56,-0.58
8.21,-6.89
3.03355,-4.44128
-12.73134,24.45767
-1.65,-0.86
3.24637,-4.99095
-0.69,4.47
-6.25,-2.31
-6.86845,-4.14975
7.86,-8.35
2.16,9.33
-1.48,-0.83
-4.41,0.82
-34.65,-1.93
-0.94464,11.55914
5.81,0.56
12.3,-5.28
-1.62,-1.87
1.58,-21.35
-1.25,1.46
-1.69845,11.26323
1.87,0.77
-29.77,-2.49
0.51,-1.63
-11.84499,-7.42514
-1.11177,6.28475
6.44,-3.44
4.47408,-7.2803
-5.22,15.63
-7.96083,-4.1739
1.14,2.65
0.06,-0.29
1.94,1.79
-5.71789,2.76179
-14.1,3.18
-4.5,-1.05
1.29,-1.69
2.62,-0.63
6.90387,-11.02486
23.89,-20.04
1.9,0.49
-4.77,0.29
-1.71,-4.68
-4.42,-1.99
-5.66849,-10.03131
15.03,-1.29
1.1,1.13
-4.14,-10.38
8.04435,1.45348
9.57133,-0.46024
-0.24,-11.05
-4.63,-6.37
-8.56706,-7.93577
-7.01419,-4.54667
1.25,-1.93
2.20846,2.4997
-3.2,-9.26
-3.39,7.41
6.28,-1.11
12.84288,7.65437
0.45,0.06
3.07659,7.68072
0.3,0.06
4.97,0
-6.61254,13.10994
0.02423,-0.21805
4.07729,0.48536
-8.20234,10.19358
-2.01,0.51
-0.58244,-3.25208
4.26,-2.65
-1.31,3
2.95059,-4.35349
3.64,-1.36
-1.77,0.48
-6.05,-5.66
-1.11637,0.29123
-4.39,-2.79
6.93,8.1
-3.76,-10.27
-7.29,-4.18
-3.22779,-2.15991
-0.93,-1.03
7.57,-10
-12.26,4.44
-1.9415,-2.42689
-10.2,1.24
-10.29,1.39
-7.35,-3.41
-12.11,-5.2
5.05678,-0.24309
0.88,-0.19
0.58,-7.7
6.577,5.60599
2.09,3.01
-0.08,1.21
0.02,3.57
1.3567,-3.39188
-2.97,-4.91
-2.52,-0.44
7.68085,0.41182
0.18,1.96
1.95,0.08
1.37,-1.28
-2.67,4.42
0.97,-1.23
-0.07,-0.82
2.07,-1.34
2.76,2.28
0.84646,-5.29691
-1.98638,-8.72294
10.83,-2.9
-2.06991,-0.99842
-1.06,2.3
-3.47,-11.58
2.05,-2.34
-6.321,-3.54914
-5.10332,3.07149
1.50465,-3.00937
-5.05,2.57
-0.02427,-1.7231
-0.51,11.22
-6.50446,-2.66941
7.64482,-6.96504
23.47098,-9.77995
-2.23,0.53
1.58,-1.17
1.02,-1.8
-3.41,-4.24
-1.8,-0.88
0.67828,8.43215
6.38314,1.57737
-0.68,-6.84
3.13,1.63
8.24,0.15
3.37,-13.38
-3.44,-1.36
13.64,3.11
-3.91,-4.83
1.75,-11.72
5.99,-5.41
5.20894,4.33662
-1.07,-0.44
-1.11443,3.44034
1.50467,0.48538
-0.1456,-8.05819
-5.19,-4.85
-0.44,-3.64
3.08,1.41
-1.22,3.55
-8.77,-3.83
-3.37,6.14
8.64076,2.52365
-2.52,-1.52
-1.38,6.04
1.11633,4.17436
8.68,-6.59
6.2,-6.49
-3.89395,-2.44271
-25.38,6.78
0.7995,0.50877
-2.5,-1.46
5.71,0.02
-4.85,7.43
-3.53,3
2.41,-4.5
5.21,6.77
3.68877,5.29074
0.7,-12
9.7,7.66
-1.21134,-3.77954
3.27,2.45
-3.10646,1.35904
7.16,3.7
-10.43724,-4.56183
-5.96,-9.8
-2.93,1.5
-6.41793,6.41793
7.75355,0.58139
-10.63422,-13.98118
4.42,8.49
1.94,10.53
-0.12,-0.12
5.38,3
1.23,-1.79
-0.24,1.2
-4.46,3.77
-10.14,-0.95
3.43,5.2
-0.62,0.74
21.28394,-11.18652
1.84,-0.39
9.08424,-11.99381
7.22,0.02
0.83,0.58
5.36,-3.91
4.17388,-8.10649
-1.12,0.88
-8.62,4.15
2.33,1.5
8.74,2.7
-3.18,2.17
1.23965,-9.06906
-2.74,-0.87
2.48,0.65
0,4.08
0.22,1.21
0.67951,-3.64041
3.13,5.9
-13.83676,-8.35661
-10.8,0
-10.17,-20.36
2.18,23.95
-5.38,0.66
-3.17,3.41
7.99552,-5.23275
-2.29,3.65
1.07,5.05
0.77527,-1.84128
-1.18507,-3.74886
0.70498,-4.20582
10.92,21.6
1.02103,-1.94484
-7.11116,-4.44096
-2.97,0.24
2.33,5.53
-8.77903,-9.98907
5.18,1.48
9.72,-8.79
-0.39,0.08
-2.51,-0.9
1.8,1.41
-0.05,0.24
-6.54,-1.16
-1.98,0.43
4.49,-7.37
-1.82,1.24
5.74,-0.34
6.61393,-7.341
5.67863,-7.71787
3.86536,-3.57361
8.09,2.42
4.28,-1.53
0.22,9.77
0.5581,-9.29639
2.51072,-8.40319
4.72,4.72
2.72,0.5
1.74,18.72
-3.54,-1.78
-0.41186,1.67169
3.01,-3.45
-7.52,6.21
-7.11,-8.77
7.46,0.46
-4.11,-1.96
-7.54,1.63
6.73357,13.42513
7.78,-11.48
-13.28,-1.82
-2.03,1.78
2.34,-1.8
7.18,11.67
9.82,-14.74
-0.99,-1.48
-0.03,-0.68
-5.87249,9.46578
-0.6,1.13
-7.89785,-8.91591
0.12134,-0.99502
0.73,-2.27
-5.41,-0.02
1.51,-0.39
-1.67169,0.99332
-5,-9.17
10.67,13.06
9.88,15.54
0.16,1.31
9.75,0.22
-8.67996,0.26738
-5.34,-3.4
10.49,-4.85
0.9,-2.17
-3.14944,5.37864
1.66,-0.24
9.32,5.48
1.33,-9.64
-1.21,-0.01
5.99301,-12.93832
0.79,-0.68
2.92,1.41
-2.43,0.31
8.78,-11.02
18.86772,-5.74843
0.28,0.58
6.48,-6.09
5.88,9.73
-7.72,-0.32
1.09,-1.34
1.82,-0.17
-3.10007,-13.95951
-1.13864,4.86988
1.04,-5.07
-5.42,-6
7.48,0.34
-8.89824,-14.51477
11.3,-4.29
6.81,10.41
1.63,-14.42
2.97928,-11.65595
-0.1,-1.89
-2.24,-5.06
-1.4076,-1.06783
-0.08,2.07
-6.18,-0.73
-10.38,10.33
-5.77,9.84
1.24,6.77
-1.71706,6.60316
6.82,4.93
-1.52626,4.91833
7.60718,-8.47976
-0.28,-1.82
-1.28607,-8.81078
1.01,-1.3
-7.55,10.36
2.03,1.74
3.94,-1.64
13.98319,-2.16289
0.26,-0.35
0.72,-3.11
-0.9,2.17
10.58,-1.8
1.09,1.51
-4.65164,4.60318
-0.73,-5.24
1.77,-5.7
-10.58,3.15
0.12,0.46
0.41,0.66
3.73,-0.07
-9.43,-1.17
0.9,-5.99
23.4,-12.17
11.93,27.45
-4.95,20.69
0.31,3.11
-13.98036,-12.08835
-0.99,5.65
-8.74728,0.65405
-3.15,-2.82
-2.51,-6.9
6.929,6.929
5.07,4.2
0.86,-1.92
-8.18,-7.21
1.49,9.08
2.58,6.03
-16.94265,-5.35178
0.53,-4.19
-9.15924,-1.45343
-1.31051,-2.47544
-5.42,4.69
-5.06,5.83
-5.81047,2.11489
7.71831,0
-6.09,0.56
-0.19,3.9
-0.79,0.11
0.95,-7.97
7.29309,0.70253
14.52,-9.79
6.26,-10.1
-4.52287,1.08832
1.94,-1.6
0.24225,6.68726
0.7,-7.29
-17.03,4.38
7.49,-0.76
5.21,-11.12
-10.76451,4.03829
-0.82371,3.29497
1.9,-0.63
-2.44687,-5.1606
10.56491,3.82725
-2.42682,4.61121
-12.04332,-5.88608
-9.73,-17.12
6.48,-1.92
-1.94,-5.15
-4.3,-0.13
-7.69399,-1.77145
-3.87,-7.09
2.9365,3.85879
-0.19,-0.26
7.54,-3.51
4.33,-1.41
0.53,-0.8
-4.86,-5.74
-1.23764,-5.75204
5.52404,-2.81025
0.99328,-4.67604
-3.04,-3.82
-3.52507,-1.38566
7.09923,0.02423
-2.27709,8.52903
-0.12,0.51
11.48,8.8
8.51887,6.23672
-5.04814,-1.06778
1.60138,-11.45752
1.19,1.29
5.56726,-3.37902
1.31,3.83
-3.45,5.97
5.65473,-4.82943
-5.03,-3.17
11.96,22.12
2.01,-13.72
-13.91,-0.53
2.05,2.13
6.77,-9.88
-5.83,-0.05
-0.29072,-2.18047
-6.65,0.92
3.16281,4.17695
-0.24,-0.77
13.64,2.84
-2.08,0.62
1.05,0.73
-2.19,8.56
-0.07,0.96
-3.2933,16.91892
1.23557,3.60994
-0.19,2.48
5.66449,-3.71936
0.22,0.57
-5.94,6.58
-6.4,-4.31
-2.7,-4.89
-12.31,3.84
-0.44,1.55
-0.99,5.99
-0.87,-7.48
-11.26434,13.93235
16.48232,2.56689
-2.17646,-8.32081
-2.87,-3.55
14.68,-4.01
-5.07,7.79
10.37,24.52
-0.02,2.69
6.79,-8.35
-1.12,-4.17
2.04,0.61
-5.97024,-5.04783
1.99,0.68
-2.46,12.35
3.31,12.01
-8.81,1.82
3.59,0.87
1.48,0.16
3.59,5.05
-0.85085,3.03884
12.02,3.71
-1.04,1.28
0.97,-0.72
-2.71,-8.47
-10.18568,11.11022
1.79,-2.38
2.75,0.46
1.42,1.37
-1.48543,3.38495
4.27,-6.84
-0.48,-14.78
-5.19,-5.58
-2.4,-2.99
7.45,-4.39
0.99,3.02
0.34,10.73
-0.8735,-10.77758
0,-0.48
10.09735,4.22215
2.12,2.22
2.85793,13.57152
-2.04,-29.8
3.32488,1.67453
5.79,-1.75
3,-7.38
-4.56,-2.39
17.29,-4.32
-2.53,-16.93
13.14,0.63
-8.27559,-8.61553
5.93605,-0.26648
4.62664,-10.73447
4.56,-6.07
-2.87,0.06
-5.7,1.63
-2.39,3.02
-10.43762,0.38823
-0.91,-1.6
-1.36,-0.89
2.11,27.73
-14.15,3.32
1.78,-2.95
0,-0.24269
0.77391,-4.45031
-0.15,5.8
-4.93,-6.2
1.02,-3.8
3.04,-9.99
0.34,-2.23
0.68,-6.52
-5.98,-3.8
4.01,2.61
0.05,7.31
4.98,-4.15
3.18,0.7
-14.81,-5.47
0.19,0.89
1.27,5.02
1.1629,2.76194
-1.61,-2.44
-5.15,2.38
5.2422,3.73731
-5.59152,4.13265
-0.6,-1.12
2.12,1.13
-1.14,-0.46
0.68,-3.49
13.98273,-6.30816
3.70683,2.39847
-7.66764,-0.41111
2.38,9.32
-14.98,16.15
2.38,-15.25
-11.66251,-8.41154
3.66,-5.21
3.82796,2.76188
-0.45,-1.3
39.46,-21.89
11.07,1.36
2.97,0.83
12.13,-13.11
-4.2,6.48
-4.39,3.08
5.96,-5.38
1.77,0.18
-5.65957,4.35331
3.31,-0.26
-2.99894,4.78887
-7.04,2.65
7.14,1.31
3.74,-3.3
2.30549,-4.05298
-13.23,-6.38
-5.14,11.75
-9.95,-4.85
-4.68,3.81
1.54,1.48
8.29,0.7
2.8,4.94
-9.03058,5.89063
-6.39644,1.59889
-12.84,-6.92
-2.04,13.79
-4.29,1.61
0.84793,-4.38528
2.52,0.8
5.48,7.14
-0.38,-0.27
24.68,13.07
2.78,4.04
6.12961,-5.25723
-8.21,15.08
5.94,-3.32
1.69,0.15
7.47551,1.60159
-17.8,-9.58
6.55292,3.83429
1.53,-11.03
0.99,0.25
-3.54,6.88
1.46,-3.45
2.33,9.17
0.06,-0.05
2.26,-10.02
-4.93,3.23
0.92058,-5.71796
9.95,16.7
0.32,2.51
-4.93,0.46
-9.05932,-13.66673
4.12579,2.23269
0.1,5.15
6.22,1.07
-1.49734,4.54063
